@relation features
@attribute rhythm_L2 real
@attribute pitch_L2 real
@attribute pitch_der_L2 real
@attribute pitch_med_L2 real
@attribute vib_frame_L2 real
@attribute rhythm_L6_L2 real
@attribute pitch_L6_L2 real
@attribute pitch_der_L6_L2 real
@attribute pitch_med_L6_L2 real
@attribute vib_frame_L6_L2 real
@attribute timbral_dist real
@attribute pitch_dist real
@attribute pitch_der_dist real
@attribute pitch_med_dist real
@attribute vib_segment_dist real
@attribute vib_frame_dist real
@attribute volume_dist real
@attribute pitch_dynamic_dist real
@attribute emolina_rhythm_mfcc_dist real
@attribute emolina_rhythm_pitch_dist real
@attribute GT real
@data
0.28361758221913108,-0.80537288548152153,-0.37985643877123759,-0.26343353402004088,-1.484501265964679,0.21819176799238044,-0.82794419570910094,-0.10700450626776885,0.04645552299108982,-1.3289147915875068,1.0329071760336617,-0.39952862410648499,-1.0696469252040259,-0.33987752019869027,0.18335963333359317,0.18884239604151926,0.54216609258210957,1.491706425381556,0.40959844348721042,-0.72164053703205466,1.8
-0.39015804782910346,-0.80537288548152153,0.019548722569450828,-0.54631740058210532,3.3599416054067381,-0.41948507659060658,-0.82794419570910094,-0.038444822892849437,-0.56311520395024239,3.4228916537443532,0.8027195370048158,1.4696777682820015,0.10019334116884274,-0.13127810699767506,1.3625247859605536,2.0997655146359651,0.57023039820262122,0.48062426786795542,0.59830254809791616,-0.27282705028113174,1.8
0.1680146768139073,-0.80537288548152153,1.1085484673366901,1.3767079749885058,0.67612411446806764,0.1194636594124935,-0.82794419570910094,0.94315112156227776,1.1872600269362863,0.46265479483442995,1.7801730860518106,1.4757229658816318,0.99823153765589856,0.42305481249371907,0.15744206119575901,1.137968595223096,1.4278247992426876,-0.0093062787657128675,2.7615492633982548,1.7095746445631144,1.8
2.473136749349798,-0.66739806682613467,0.048641189196683067,1.3326158706779299,-0.39818813435669315,2.2766229603130874,-0.6206176818315513,0.44999717895851377,1.8713979956202913,0.16261218712017453,0.89444221406232705,-0.15546113941103221,0.046430579926610836,0.3670743753041476,0.83468710725537199,-0.24919722377842585,0.29494895219741118,0.73039278183806067,0.3857683254775166,-0.012326896045042311,1.8
1.0692642461078132,-0.80537288548152153,0.85510440480694438,-0.98945849176239209,-0.53982524178586677,1.7655606692054149,-0.82794419570910094,1.447899107414218,-0.97394568395823944,-0.03623556898418611,-1.9961439654698703,-0.36199611413581323,-0.90828068677275553,0.14000149106545676,5.1421253264550186,0.37519021253024848,-0.87854678804867015,1.121856895079669,0.07551219974531205,-1.0333502433148867,1.8
-0.45079080540696681,-0.80537288548152153,4.5530236459431634,-0.15550414973557231,0.98409146076753684,-0.48324301332855557,-0.82794419570910094,4.3464771786709608,-0.1783092297200376,1.0219454469001998,1.3580659169184681,1.0989681807590366,2.9331712443459868,0.049884307493759265,1.1446930123119337,3.0904050080516141,0.05775621879095405,-0.14379701705730785,-0.010263530079380129,-0.29700573106375572,1.8
0.48562928436345226,-0.80537288548152153,-0.23898304491049399,0.42902342037856928,-1.1924298709576209,0.43067215771343115,-0.82794419570910094,-0.03904711429185926,0.63344764292597722,-1.0601142011959799,1.7724102011055272,0.20787634380158523,-0.25605965865283697,-0.25582094275690476,1.3074672842567585,-0.13175084334659481,1.4499155842585165,0.22365089291794296,0.81436996664777506,-0.33257691190300709,1.8
3.3279774494686847,-0.80537288548152153,-0.04694440539672113,0.39003543064340079,-1.2613670453440757,3.1219355707279268,-0.82794419570910094,0.50294902339121328,1.070990850194306,-0.9212279140068188,0.902921452170241,-0.47145846107554212,-0.99714904996679044,-0.073595352252027402,3.1984716008038667,-0.52016824844374432,0.77762756303913849,0.78322842902404477,0.11541668996384156,-0.84881654675456752,1.8
0.84817794092693766,1.373758662465083,-0.30749912772311522,0.16628784636819083,1.1504314754950073,0.76114947467750571,1.3383526529399763,-0.38607512082657619,0.15161570972602678,0.98007563061327563,0.50350143761180244,-0.60792305461411777,1.4301006008970449,1.8525668925028878,-0.61394408906219655,1.338932072511348,0.23760107207713371,-0.047732203991882979,0.22121670370503496,0.3866060937940532,2.7999999999999998
-0.034529155922955815,1.5944974378493515,1.3091446136994882,3.7080052139823514,1.6568705668159165,-0.07372675635147416,1.5107639390038594,1.1864485624239647,3.3174661402038237,1.5978135709679315,0.5839026857517261,-0.73780406056074421,-0.3262188927533618,0.86233851755813529,0.71152763226411997,0.64027991316235178,-0.048352831806490318,0.18522496769177285,-0.12306672835831102,1.4871280265788309,2.7999999999999998
